# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
ko00330|g__Thauera.s__Thauera_aminoaromatica	3.1983015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00330|g__Thauera.s__Thauera_phenylacetica	3.2840158730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00330|g__Thauera.s__Thauera_terpenica	0.1436984127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00330|g__Thiobacillus.s__Thiobacillus_denitrificans	2.8038095238	21.7521746032	0	0	0	0.5769365079	0	0.7516984127	1.1494126984	0	0	0	2.6256984127	0	1.0524603175	1.8156507937	1.4613333333	1.3215238095	0.4225555556	0	0	1.2301904762	0	0	0	0	0	1.1493650794	0	7.8627301587	1.8865714286	0	10.1681904762	2.2739523810	8.0004920635	11.2481269841	0	4.0369365079	0.8219365079	0	0	0	0
ko00330|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	2.6470952381	0	0	2.5416507937	4.4411269841	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1186666667	0	0	0	0	0	0	0	0	0	0	0	0
ko00330|unclassified	1027.1368253968	2079.9308730159	1145.4606031746	1028.5380317460	2345.0274603175	901.7996507937	1166.1103650794	1112.1775238095	1223.8291428571	848.6649365079	1363.5616825397	881.0128571429	1062.1231746032	881.7064126984	1089.7200317460	1350.4493650794	1381.3080000000	1177.0659523810	1182.5905238095	893.6262539683	1080.8601587302	2510.5874920635	1011.4848095238	987.3534126984	1102.6910793651	821.2123492063	862.0058412698	737.7042539683	1084.8587460317	1011.5573809524	1238.6190952381	1907.0050317460	927.6536507937	893.5156984127	1212.7126825397	837.4623015873	1410.7994603175	1103.6543809524	1484.8256984127	826.6713333333	1209.1204285714	762.0700317460	1003.3860317460
ko00331	0.5333333333	1.5440000000	1.0950000000	0.4920000000	1.4836666667	0	0.1850000000	0.4020000000	0.3410000000	0	0.6466666667	0	0.0713333333	0.1930000000	0.3923333333	0.8930000000	0	0.3736666667	0.2316666667	0.0750000000	0.2590000000	0.3536666667	0.0710000000	0.4823333333	0.5480000000	0.2180000000	0.1986666667	0.0750000000	1.4090000000	0.0660000000	0.1173333333	0.8180000000	0.2153333333	0.4960000000	0.2773333333	0.1570000000	0.6810000000	0	0.0453333333	0.0610000000	1.1450000000	0.0690000000	0.1673333333
ko00331|unclassified	0.5333333333	1.5440000000	1.0950000000	0.4920000000	1.4836666667	0	0.1850000000	0.4020000000	0.3410000000	0	0.6466666667	0	0.0713333333	0.1930000000	0.3923333333	0.8930000000	0	0.3736666667	0.2316666667	0.0750000000	0.2590000000	0.3536666667	0.0710000000	0.4823333333	0.5480000000	0.2180000000	0.1986666667	0.0750000000	1.4090000000	0.0660000000	0.1173333333	0.8180000000	0.2153333333	0.4960000000	0.2773333333	0.1570000000	0.6810000000	0	0.0453333333	0.0610000000	1.1450000000	0.0690000000	0.1673333333
ko00340	1581.5796842105	3322.2921052632	1721.0273684211	1420.0654736842	3478.8344736842	1221.6617894737	1713.2340000000	1538.4387894737	1773.3105789474	1303.0032105263	1805.4827368421	1180.1310000000	1596.2776842105	1308.0508421053	1726.8351052632	2203.8613157895	2093.6285789474	1658.4057894737	1647.2256842105	1182.0304736842	1465.8357368421	3596.6934736842	1461.9986315789	1448.3196315789	1508.4618947368	1110.1654210526	1220.5846842105	1057.7563157895	1452.6870000000	1601.0643684211	1994.3732105263	2912.6402105263	1421.8568947368	1399.6006315789	1846.2740000000	1218.1370526316	2115.2441052632	1598.1353157895	2286.4805263158	1172.4743684211	1761.9358421053	1032.0702631579	1426.1112631579
ko00340|g__Achromobacter.s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1164210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6161052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4384210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Acinetobacter.s__Acinetobacter_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2429473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0902631579	0.0805789474	0	0	0	0
ko00340|g__Acinetobacter.s__Acinetobacter_junii	0.2045263158	0.3124736842	0	0	0	0	0	0	0	0	0	0	0.4850526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3563157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0897894737	0	0.5884736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5672105263	0	0	0	0
ko00340|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2408421053	0	0	0	0	0	0	0	0	0	1.4787368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3808421053	0	0	0	0	0	0	0	0	0	3.6059473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Acinetobacter.s__Acinetobacter_towneri	0.1182631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2521052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0.1702105263	0	0	0	0.1144210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0724210526	0	0	0	0	0	0
ko00340|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5160526316	14.2078421053	0	0	1.5147894737	0	0	0	0	0	0	0	0
ko00340|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0.1502631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2681052632	0	0.1892105263	0	0	0	0
ko00340|g__Allochromatium.s__Allochromatium_vinosum	0	0	0	0	0	0	0	0.7729473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0241052632	6.4415789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	2.3891578947	0	0	0	0	0	0	0	14.1567368421	10.2303157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0535789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Bacillus.s__Bacillus_megaterium	0	0	1.3508947368	0	0.5977368421	0	1.7542631579	0	0	0	0	0	0	0.4364210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8062105263	0	0
ko00340|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3114210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0.0480000000	0	0	0	0	0	0	0	0.1975263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3074210526	0	0	0	0	0
ko00340|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2684736842
ko00340|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	4.0756842105	0	0	0	0	0	0	11.3380526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4312631579	13.5532631579	0	13.0834210526
ko00340|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0.6310000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6049473684	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7283157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9008947368	0
ko00340|g__Caulobacter.s__Caulobacter_vibrioides	0.2621052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2573684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9366315789	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0924736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7599473684	2.0530000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1915789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5100526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5071052632	0.8620000000	0.4552631579	5.5433157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9730526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8782105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0	0	0	1.9482631579	0	0	0	1.3678421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Dechloromonas.s__Dechloromonas_aromatica	2.2559473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6435789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0	0	0	0	0	0	0	0.6835263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	1.2295789474	0.7921052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2560000000	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0.0454210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7465263158	0	0	0	0	0	0	0	0
ko00340|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0.1182631579	0	0	0	0	0	5.4706842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2328947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Dyella.s__Dyella_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9819473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4154210526	0	0	0	0	0	0	0	0	0	0	0	0.7688947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2044736842	0	0	0	0
ko00340|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1141052632	17.4181052632	0	0	0	0
ko00340|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5793684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	34.1565263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Geobacter.s__Geobacter_lovleyi	2.9308421053	0	0.6153684211	0	0	0	0.7761578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Geobacter.s__Geobacter_metallireducens	1.0925263158	0	0	0	0	0	3.6678421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6957894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	0	13.7080000000	0	20.6797894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6774736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2231052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0.0868421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7455789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9667894737	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1791578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9641578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3501052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0	0	0	0	0	0	0	0.8170526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	2.1021578947	0	1.8626842105	0	0	0	0	0	0	2.0476842105	0	6.8585789474	0	0	0	0	0	0	0	0	0	0	3.4993684211	0	0	0	0	0	0	0	0	0	2.6403684211	0	0	3.7373157895	4.7618947368	0	7.5696842105
ko00340|g__Methanobacterium.s__Methanobacterium_formicicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3814210526	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanocella.s__Methanocella_paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4699473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9433684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanolobus.s__Methanolobus_psychrophilus	0	0	0	0	0	0	0	0.1939473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanosaeta.s__Methanosaeta_concilii	4.8406315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanosaeta.s__Methanosaeta_harundinacea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2181052632	0	0.1454736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4680526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanosarcina.s__Methanosarcina_barkeri	0	2.6742105263	0	0	2.5202631579	0	0	0	0	0.4809473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methanospirillum.s__Methanospirillum_hungatei	0.0445789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	2.7418421053	0	0	0	0	0	0	0	0	0	0	0.8504736842	0	0	0	0	0	0	0	0	0.5778947368	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Microcoleus.s__Microcoleus_vaginatus	0	1.2596315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0837368421	0	0	0	0
ko00340|g__Microcystis.s__Microcystis_aeruginosa	0.6725789474	0	0	0	0	0	3.2621578947	0	0	0	0	0	1.8156315789	5.1598421053	3.0576842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8384736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0630000000	0	0	0	0	0	0	0	0	0
ko00340|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	2.2474210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8054736842	0	0	0	0	0	0
ko00340|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6737368421
ko00340|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0.8294736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1220000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Nodularia.s__Nodularia_spumigena	0	0	0	0	0	0	0	0.0456315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Nostoc.s__Nostoc_punctiforme	0	0	1.7375263158	0	0	0	0	0	0	0	0	0	0	2.9366315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Novosphingobium.s__Novosphingobium_aromaticivorans	0	0	0	0	0	0	0	0	0	0	0.4297894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Oscillatoria.s__Oscillatoria_acuminata	0	4.6421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0605263158	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	1.2052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0444736842	0	0	0	0
ko00340|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	0.2993157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3269473684	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2060526316	0	0	0	0
ko00340|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.3697368421	9.3466842105	0	0	0	0	8.5522105263	0	0	0	0	0	0
ko00340|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	8.3651052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7233157895	0	2.2173157895	0	6.1752631579	0	0	0	0	0	0	0	8.0140526316	0	0	0	0
ko00340|g__Pseudomonas.s__Pseudomonas_putida	1.4530526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0230526316	0	0	0	0	0	0	0	0	0	0	0	1.0440526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Pseudomonas.s__Pseudomonas_stutzeri	0	2.4681052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7780000000	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7586842105	0	0	0	0	0
ko00340|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4773157895	0	4.2767368421	0	0	0	0	0
ko00340|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7232631579	0	6.1150000000	0	0	0	0	0
ko00340|g__Rhizobium.s__Rhizobium_giardinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0884736842	0	0	0
ko00340|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6100526316	1.0124210526	0	0
